"","Vaccine","Geography.Type","Geography","FIPS","Season.Survey.Year","Month","Dimension.Type","Dimension","Estimate....","X95..CI....","Sample.Size","ym"
"1189","Seasonal Influenza","States/Local Areas","Iowa",19,"2011-12",4,"Age","≥6 Months",47.9,"46.2 to 49.6",7238,2011-04-01
"1190","Seasonal Influenza","States/Local Areas","Kansas",20,"2011-12",4,"Age","≥6 Months",44.4,"42.9 to 45.9",15425,2011-04-01
"1191","Seasonal Influenza","States/Local Areas","Kentucky",21,"2011-12",4,"Age","≥6 Months",42.7,"41.0 to 44.4",10860,2011-04-01
"1192","Seasonal Influenza","States/Local Areas","Louisiana",22,"2011-12",4,"Age","≥6 Months",44.3,"42.2 to 46.4",8936,2011-04-01
"1193","Seasonal Influenza","States/Local Areas","Maine",23,"2011-12",4,"Age","≥6 Months",45.6,"44.0 to 47.2",10667,2011-04-01
"1194","Seasonal Influenza","States/Local Areas","Maryland",24,"2011-12",4,"Age","≥6 Months",47,"44.7 to 49.3",12091,2011-04-01
"1195","Seasonal Influenza","States/Local Areas","Massachusetts",25,"2011-12",4,"Age","≥6 Months",49.4,"48.0 to 50.8",19861,2011-04-01
"1196","Seasonal Influenza","States/Local Areas","Michigan",26,"2011-12",4,"Age","≥6 Months",38.7,"37.0 to 40.4",9619,2011-04-01
"1197","Seasonal Influenza","States/Local Areas","Minnesota",27,"2011-12",4,"Age","≥6 Months",47.2,"45.5 to 48.9",14706,2011-04-01
"1198","Seasonal Influenza","States/Local Areas","Mississippi",28,"2011-12",4,"Age","≥6 Months",39.6,"37.6 to 41.6",7669,2011-04-01
"1199","Seasonal Influenza","States/Local Areas","Missouri",29,"2011-12",4,"Age","≥6 Months",41.8,"39.4 to 44.2",5835,2011-04-01
"1200","Seasonal Influenza","States/Local Areas","Montana",30,"2011-12",4,"Age","≥6 Months",36.5,"34.7 to 38.3",8967,2011-04-01
"1201","Seasonal Influenza","States/Local Areas","Nebraska",31,"2011-12",4,"Age","≥6 Months",44.9,"43.4 to 46.4",21365,2011-04-01
"1202","Seasonal Influenza","States/Local Areas","Nevada",32,"2011-12",4,"Age","≥6 Months",32.6,"30.1 to 35.1",6304,2011-04-01
"1203","Seasonal Influenza","States/Local Areas","New Hampshire",33,"2011-12",4,"Age","≥6 Months",43.8,"41.8 to 45.8",7003,2011-04-01
"1204","Seasonal Influenza","States/Local Areas","New Jersey",34,"2011-12",4,"Age","≥6 Months",42.6,"41.0 to 44.2",12538,2011-04-01
"1205","Seasonal Influenza","States/Local Areas","New Mexico",35,"2011-12",4,"Age","≥6 Months",44.4,"42.6 to 46.2",8714,2011-04-01
"1206","Seasonal Influenza","States/Local Areas","New York",36,"2011-12",4,"Age","≥6 Months",41,"39.3 to 42.7",8392,2011-04-01
"1207","Seasonal Influenza","States/Local Areas","North Carolina",37,"2011-12",4,"Age","≥6 Months",45.9,"44.2 to 47.6",13141,2011-04-01
"1208","Seasonal Influenza","States/Local Areas","North Dakota",38,"2011-12",4,"Age","≥6 Months",43.5,"41.4 to 45.6",5126,2011-04-01
"1209","Seasonal Influenza","States/Local Areas","Ohio",39,"2011-12",4,"Age","≥6 Months",43.4,"41.6 to 45.2",9768,2011-04-01
"1210","Seasonal Influenza","States/Local Areas","Oklahoma",40,"2011-12",4,"Age","≥6 Months",45.3,"43.3 to 47.3",7841,2011-04-01
"1211","Seasonal Influenza","States/Local Areas","Oregon",41,"2011-12",4,"Age","≥6 Months",37.4,"35.6 to 39.2",6398,2011-04-01
"1212","Seasonal Influenza","States/Local Areas","Pennsylvania",42,"2011-12",4,"Age","≥6 Months",43.3,"41.8 to 44.8",16922,2011-04-01
"1213","Seasonal Influenza","States/Local Areas","Rhode Island",44,"2011-12",4,"Age","≥6 Months",49.6,"47.5 to 51.7",6948,2011-04-01
"1214","Seasonal Influenza","States/Local Areas","South Carolina",45,"2011-12",4,"Age","≥6 Months",42.1,"40.2 to 44.0",12189,2011-04-01
"1215","Seasonal Influenza","States/Local Areas","South Dakota",46,"2011-12",4,"Age","≥6 Months",51.1,"47.9 to 54.3",5473,2011-04-01
"1216","Seasonal Influenza","States/Local Areas","Tennessee",47,"2011-12",4,"Age","≥6 Months",47.1,"43.7 to 50.5",6820,2011-04-01
"1217","Seasonal Influenza","States/Local Areas","Texas",48,"2011-12",4,"Age","≥6 Months",41.1,"39.5 to 42.7",18233,2011-04-01
"1218","Seasonal Influenza","States/Local Areas","Utah",49,"2011-12",4,"Age","≥6 Months",42.8,"40.6 to 45.0",9449,2011-04-01
"1219","Seasonal Influenza","States/Local Areas","Vermont",50,"2011-12",4,"Age","≥6 Months",45.4,"43.2 to 47.6",6807,2011-04-01
"1220","Seasonal Influenza","States/Local Areas","Virginia",51,"2011-12",4,"Age","≥6 Months",45.7,"43.6 to 47.8",6957,2011-04-01
"1221","Seasonal Influenza","States/Local Areas","Washington",53,"2011-12",4,"Age","≥6 Months",41.2,"39.6 to 42.8",14140,2011-04-01
"1222","Seasonal Influenza","States/Local Areas","West Virginia",54,"2011-12",4,"Age","≥6 Months",47.2,"45.1 to 49.3",6026,2011-04-01
"1223","Seasonal Influenza","States/Local Areas","Wisconsin",55,"2011-12",4,"Age","≥6 Months",40.8,"38.0 to 43.6",4907,2011-04-01
"1224","Seasonal Influenza","States/Local Areas","Wyoming",56,"2011-12",4,"Age","≥6 Months",36.8,"34.4 to 39.2",6621,2011-04-01
"1225","Seasonal Influenza","States/Local Areas","Alabama",1,"2011-12",5,"Age","≥6 Months",41.6,"39.7 to 43.5",8598,2011-05-01
"1226","Seasonal Influenza","States/Local Areas","Alaska",2,"2011-12",5,"Age","≥6 Months",34.7,"32.2 to 37.2",4380,2011-05-01
"1227","Seasonal Influenza","States/Local Areas","Arizona",4,"2011-12",5,"Age","≥6 Months",38.2,"35.8 to 40.6",7028,2011-05-01
"1228","Seasonal Influenza","States/Local Areas","Arkansas",5,"2011-12",5,"Age","≥6 Months",46.6,"44.1 to 49.1",5812,2011-05-01
"1229","Seasonal Influenza","States/Local Areas","California",6,"2011-12",5,"Age","≥6 Months",40.5,"36.2 to 44.8",10219,2011-05-01
"1230","Seasonal Influenza","States/Local Areas","Colorado",8,"2011-12",5,"Age","≥6 Months",44.3,"42.5 to 46.1",11945,2011-05-01
"1231","Seasonal Influenza","States/Local Areas","Connecticut",9,"2011-12",5,"Age","≥6 Months",46.4,"44.4 to 48.4",8043,2011-05-01
"1232","Seasonal Influenza","States/Local Areas","Delaware",10,"2011-12",5,"Age","≥6 Months",46.1,"43.6 to 48.6",5737,2011-05-01
"1233","Seasonal Influenza","States/Local Areas","District of Columbia",11,"2011-12",5,"Age","≥6 Months",46.6,"43.9 to 49.3",5203,2011-05-01
"1234","Seasonal Influenza","States/Local Areas","Florida",12,"2011-12",5,"Age","≥6 Months",36.9,"34.2 to 39.6",7739,2011-05-01
"1235","Seasonal Influenza","States/Local Areas","Georgia",13,"2011-12",5,"Age","≥6 Months",38.5,"36.3 to 40.7",8305,2011-05-01
"1236","Seasonal Influenza","States/Local Areas","Hawaii",15,"2011-12",5,"Age","≥6 Months",49.9,"47.2 to 52.6",7461,2011-05-01
"1237","Seasonal Influenza","States/Local Areas","Idaho",16,"2011-12",5,"Age","≥6 Months",34.3,"32.0 to 36.6",6375,2011-05-01
"1238","Seasonal Influenza","States/Local Areas","Illinois",17,"2011-12",5,"Age","≥6 Months",37.3,"35.3 to 39.3",7725,2011-05-01
"1239","Seasonal Influenza","States/Local Areas","Indiana",18,"2011-12",5,"Age","≥6 Months",40,"38.2 to 41.8",7767,2011-05-01
"1240","Seasonal Influenza","States/Local Areas","Iowa",19,"2011-12",5,"Age","≥6 Months",47.9,"46.1 to 49.7",7238,2011-05-01
"1241","Seasonal Influenza","States/Local Areas","Kansas",20,"2011-12",5,"Age","≥6 Months",44.8,"43.2 to 46.4",15425,2011-05-01
"1242","Seasonal Influenza","States/Local Areas","Kentucky",21,"2011-12",5,"Age","≥6 Months",42.7,"41.0 to 44.4",10860,2011-05-01
"1243","Seasonal Influenza","States/Local Areas","Louisiana",22,"2011-12",5,"Age","≥6 Months",44.4,"42.3 to 46.5",8936,2011-05-01
"1244","Seasonal Influenza","States/Local Areas","Maine",23,"2011-12",5,"Age","≥6 Months",45.7,"44.1 to 47.3",10667,2011-05-01
"1245","Seasonal Influenza","States/Local Areas","Maryland",24,"2011-12",5,"Age","≥6 Months",47.4,"45.1 to 49.7",12091,2011-05-01
"1246","Seasonal Influenza","States/Local Areas","Massachusetts",25,"2011-12",5,"Age","≥6 Months",50.1,"48.5 to 51.7",19861,2011-05-01
"1247","Seasonal Influenza","States/Local Areas","Michigan",26,"2011-12",5,"Age","≥6 Months",38.8,"37.1 to 40.5",9619,2011-05-01
"1248","Seasonal Influenza","States/Local Areas","Minnesota",27,"2011-12",5,"Age","≥6 Months",47.2,"45.5 to 48.9",14706,2011-05-01
"1249","Seasonal Influenza","States/Local Areas","Mississippi",28,"2011-12",5,"Age","≥6 Months",39.6,"37.6 to 41.6",7669,2011-05-01
"1250","Seasonal Influenza","States/Local Areas","Missouri",29,"2011-12",5,"Age","≥6 Months",41.8,"39.4 to 44.2",5835,2011-05-01
"1251","Seasonal Influenza","States/Local Areas","Montana",30,"2011-12",5,"Age","≥6 Months",36.8,"35.0 to 38.6",8967,2011-05-01
"1252","Seasonal Influenza","States/Local Areas","Nebraska",31,"2011-12",5,"Age","≥6 Months",45.2,"43.6 to 46.8",21365,2011-05-01
"1253","Seasonal Influenza","States/Local Areas","Nevada",32,"2011-12",5,"Age","≥6 Months",32.6,"30.1 to 35.1",6304,2011-05-01
"1254","Seasonal Influenza","States/Local Areas","New Hampshire",33,"2011-12",5,"Age","≥6 Months",43.8,"41.8 to 45.8",7003,2011-05-01
"1255","Seasonal Influenza","States/Local Areas","New Jersey",34,"2011-12",5,"Age","≥6 Months",42.8,"41.2 to 44.4",12538,2011-05-01
"1256","Seasonal Influenza","States/Local Areas","New Mexico",35,"2011-12",5,"Age","≥6 Months",44.6,"42.8 to 46.4",8714,2011-05-01
"1257","Seasonal Influenza","States/Local Areas","New York",36,"2011-12",5,"Age","≥6 Months",41.1,"39.4 to 42.8",8392,2011-05-01
"1258","Seasonal Influenza","States/Local Areas","North Carolina",37,"2011-12",5,"Age","≥6 Months",46.5,"44.6 to 48.4",13141,2011-05-01
"1259","Seasonal Influenza","States/Local Areas","North Dakota",38,"2011-12",5,"Age","≥6 Months",44.5,"41.8 to 47.2",5126,2011-05-01
"1260","Seasonal Influenza","States/Local Areas","Ohio",39,"2011-12",5,"Age","≥6 Months",43.7,"41.8 to 45.6",9768,2011-05-01
"1261","Seasonal Influenza","States/Local Areas","Oklahoma",40,"2011-12",5,"Age","≥6 Months",45.5,"43.5 to 47.5",7841,2011-05-01
"1262","Seasonal Influenza","States/Local Areas","Oregon",41,"2011-12",5,"Age","≥6 Months",38,"36.0 to 40.0",6398,2011-05-01
"1263","Seasonal Influenza","States/Local Areas","Pennsylvania",42,"2011-12",5,"Age","≥6 Months",43.5,"42.0 to 45.0",16922,2011-05-01
"1264","Seasonal Influenza","States/Local Areas","Rhode Island",44,"2011-12",5,"Age","≥6 Months",49.8,"47.7 to 51.9",6948,2011-05-01
"1265","Seasonal Influenza","States/Local Areas","South Carolina",45,"2011-12",5,"Age","≥6 Months",42.1,"40.2 to 44.0",12189,2011-05-01
"1266","Seasonal Influenza","States/Local Areas","South Dakota",46,"2011-12",5,"Age","≥6 Months",51.1,"47.9 to 54.3",5473,2011-05-01
"1267","Seasonal Influenza","States/Local Areas","Tennessee",47,"2011-12",5,"Age","≥6 Months",47.3,"43.9 to 50.7",6820,2011-05-01
"1268","Seasonal Influenza","States/Local Areas","Texas",48,"2011-12",5,"Age","≥6 Months",41.4,"39.8 to 43.0",18233,2011-05-01
"1269","Seasonal Influenza","States/Local Areas","Utah",49,"2011-12",5,"Age","≥6 Months",42.8,"40.6 to 45.0",9449,2011-05-01
"1270","Seasonal Influenza","States/Local Areas","Vermont",50,"2011-12",5,"Age","≥6 Months",45.5,"43.3 to 47.7",6807,2011-05-01
"1271","Seasonal Influenza","States/Local Areas","Virginia",51,"2011-12",5,"Age","≥6 Months",46,"43.8 to 48.2",6957,2011-05-01
"1272","Seasonal Influenza","States/Local Areas","Washington",53,"2011-12",5,"Age","≥6 Months",41.7,"39.9 to 43.5",14140,2011-05-01
"1273","Seasonal Influenza","States/Local Areas","West Virginia",54,"2011-12",5,"Age","≥6 Months",47.5,"45.4 to 49.6",6026,2011-05-01
"1274","Seasonal Influenza","States/Local Areas","Wisconsin",55,"2011-12",5,"Age","≥6 Months",40.8,"38.0 to 43.6",4907,2011-05-01
"1275","Seasonal Influenza","States/Local Areas","Wyoming",56,"2011-12",5,"Age","≥6 Months",37.1,"34.7 to 39.5",6621,2011-05-01
"1276","Seasonal Influenza","States/Local Areas","Alabama",1,"2011-12",8,"Age","≥6 Months",1.9,"1.4 to 2.4",8598,2011-08-01
"1277","Seasonal Influenza","States/Local Areas","Alaska",2,"2011-12",8,"Age","≥6 Months",1.9,"1.2 to 2.6",4380,2011-08-01
"1278","Seasonal Influenza","States/Local Areas","Arizona",4,"2011-12",8,"Age","≥6 Months",2,"1.3 to 2.7",7028,2011-08-01
"1279","Seasonal Influenza","States/Local Areas","Arkansas",5,"2011-12",8,"Age","≥6 Months",1.3,"0.7 to 1.9",5812,2011-08-01
"1280","Seasonal Influenza","States/Local Areas","California",6,"2011-12",8,"Age","≥6 Months",2.4,"1.8 to 3.0",10219,2011-08-01
"1281","Seasonal Influenza","States/Local Areas","Colorado",8,"2011-12",8,"Age","≥6 Months",1.7,"1.2 to 2.2",11945,2011-08-01
"1282","Seasonal Influenza","States/Local Areas","Connecticut",9,"2011-12",8,"Age","≥6 Months",1.4,"0.9 to 1.9",8043,2011-08-01
"1283","Seasonal Influenza","States/Local Areas","Delaware",10,"2011-12",8,"Age","≥6 Months",1.7,"1.3 to 2.1",5737,2011-08-01
"1284","Seasonal Influenza","States/Local Areas","District of Columbia",11,"2011-12",8,"Age","≥6 Months",2.6,"1.7 to 3.5",5203,2011-08-01
"1285","Seasonal Influenza","States/Local Areas","Florida",12,"2011-12",8,"Age","≥6 Months",2.5,"1.6 to 3.4",7739,2011-08-01
"1286","Seasonal Influenza","States/Local Areas","Georgia",13,"2011-12",8,"Age","≥6 Months",1.9,"1.4 to 2.4",8305,2011-08-01
"1287","Seasonal Influenza","States/Local Areas","Hawaii",15,"2011-12",8,"Age","≥6 Months",2.9,"2.4 to 3.4",7461,2011-08-01
"1288","Seasonal Influenza","States/Local Areas","Idaho",16,"2011-12",8,"Age","≥6 Months",0.8,"0.5 to 1.1",6375,2011-08-01
"1289","Seasonal Influenza","States/Local Areas","Illinois",17,"2011-12",8,"Age","≥6 Months",1.8,"1.3 to 2.3",7725,2011-08-01
"1290","Seasonal Influenza","States/Local Areas","Indiana",18,"2011-12",8,"Age","≥6 Months",2,"1.5 to 2.5",7767,2011-08-01
"1291","Seasonal Influenza","States/Local Areas","Iowa",19,"2011-12",8,"Age","≥6 Months",1.5,"1.2 to 1.8",7238,2011-08-01
"1292","Seasonal Influenza","States/Local Areas","Kansas",20,"2011-12",8,"Age","≥6 Months",1.5,"1.0 to 2.0",15425,2011-08-01
"1293","Seasonal Influenza","States/Local Areas","Kentucky",21,"2011-12",8,"Age","≥6 Months",1.5,"1.0 to 2.0",10860,2011-08-01
"1294","Seasonal Influenza","States/Local Areas","Louisiana",22,"2011-12",8,"Age","≥6 Months",2.4,"1.7 to 3.1",8936,2011-08-01
"1295","Seasonal Influenza","States/Local Areas","Maine",23,"2011-12",8,"Age","≥6 Months",0.7,"0.5 to 0.9",10667,2011-08-01
"1296","Seasonal Influenza","States/Local Areas","Maryland",24,"2011-12",8,"Age","≥6 Months",1.6,"1.1 to 2.1",12091,2011-08-01
"1297","Seasonal Influenza","States/Local Areas","Massachusetts",25,"2011-12",8,"Age","≥6 Months",1.8,"1.3 to 2.3",19861,2011-08-01
"1298","Seasonal Influenza","States/Local Areas","Michigan",26,"2011-12",8,"Age","≥6 Months",1.1,"0.8 to 1.4",9619,2011-08-01
"1299","Seasonal Influenza","States/Local Areas","Minnesota",27,"2011-12",8,"Age","≥6 Months",2,"1.4 to 2.6",14706,2011-08-01
"1300","Seasonal Influenza","States/Local Areas","Mississippi",28,"2011-12",8,"Age","≥6 Months",1.5,"1.1 to 1.9",7669,2011-08-01
"1301","Seasonal Influenza","States/Local Areas","Missouri",29,"2011-12",8,"Age","≥6 Months",1.1,"0.7 to 1.5",5835,2011-08-01
"1302","Seasonal Influenza","States/Local Areas","Montana",30,"2011-12",8,"Age","≥6 Months",0.8,"0.5 to 1.1",8967,2011-08-01
"1303","Seasonal Influenza","States/Local Areas","Nebraska",31,"2011-12",8,"Age","≥6 Months",1.2,"0.9 to 1.5",21365,2011-08-01
"1304","Seasonal Influenza","States/Local Areas","Nevada",32,"2011-12",8,"Age","≥6 Months",2.4,"1.4 to 3.4",6304,2011-08-01
"1305","Seasonal Influenza","States/Local Areas","New Hampshire",33,"2011-12",8,"Age","≥6 Months",0.8,"0.5 to 1.1",7003,2011-08-01
"1306","Seasonal Influenza","States/Local Areas","New Jersey",34,"2011-12",8,"Age","≥6 Months",2,"1.4 to 2.6",12538,2011-08-01
"1307","Seasonal Influenza","States/Local Areas","New Mexico",35,"2011-12",8,"Age","≥6 Months",2.3,"1.8 to 2.8",8714,2011-08-01
"1308","Seasonal Influenza","States/Local Areas","New York",36,"2011-12",8,"Age","≥6 Months",1.7,"1.3 to 2.1",8392,2011-08-01
"1309","Seasonal Influenza","States/Local Areas","North Carolina",37,"2011-12",8,"Age","≥6 Months",NA,"NR †",13141,2011-08-01
"1310","Seasonal Influenza","States/Local Areas","North Dakota",38,"2011-12",8,"Age","≥6 Months",1.9,"0.8 to 3.0",5126,2011-08-01
"1311","Seasonal Influenza","States/Local Areas","Ohio",39,"2011-12",8,"Age","≥6 Months",1.4,"1.1 to 1.7",9768,2011-08-01
"1312","Seasonal Influenza","States/Local Areas","Oklahoma",40,"2011-12",8,"Age","≥6 Months",1,"0.7 to 1.3",7841,2011-08-01
"1313","Seasonal Influenza","States/Local Areas","Oregon",41,"2011-12",8,"Age","≥6 Months",1,"0.6 to 1.4",6398,2011-08-01
"1314","Seasonal Influenza","States/Local Areas","Pennsylvania",42,"2011-12",8,"Age","≥6 Months",1.5,"1.2 to 1.8",16922,2011-08-01
"1315","Seasonal Influenza","States/Local Areas","Rhode Island",44,"2011-12",8,"Age","≥6 Months",0.9,"0.6 to 1.2",6948,2011-08-01
"1316","Seasonal Influenza","States/Local Areas","South Carolina",45,"2011-12",8,"Age","≥6 Months",1.9,"1.3 to 2.5",12189,2011-08-01
"1317","Seasonal Influenza","States/Local Areas","South Dakota",46,"2011-12",8,"Age","≥6 Months",1,"0.5 to 1.5",5473,2011-08-01
"1318","Seasonal Influenza","States/Local Areas","Tennessee",47,"2011-12",8,"Age","≥6 Months",1.6,"0.9 to 2.3",6820,2011-08-01
"1319","Seasonal Influenza","States/Local Areas","Texas",48,"2011-12",8,"Age","≥6 Months",2.4,"2.0 to 2.8",18233,2011-08-01
"1320","Seasonal Influenza","States/Local Areas","Utah",49,"2011-12",8,"Age","≥6 Months",1.3,"0.7 to 1.9",9449,2011-08-01
"1321","Seasonal Influenza","States/Local Areas","Vermont",50,"2011-12",8,"Age","≥6 Months",1.1,"0.7 to 1.5",6807,2011-08-01
"1322","Seasonal Influenza","States/Local Areas","Virginia",51,"2011-12",8,"Age","≥6 Months",1.7,"1.2 to 2.2",6957,2011-08-01
"1323","Seasonal Influenza","States/Local Areas","Washington",53,"2011-12",8,"Age","≥6 Months",1,"0.7 to 1.3",14140,2011-08-01
"1324","Seasonal Influenza","States/Local Areas","West Virginia",54,"2011-12",8,"Age","≥6 Months",1.3,"0.8 to 1.8",6026,2011-08-01
"1325","Seasonal Influenza","States/Local Areas","Wisconsin",55,"2011-12",8,"Age","≥6 Months",1.2,"0.7 to 1.7",4907,2011-08-01
"1326","Seasonal Influenza","States/Local Areas","Wyoming",56,"2011-12",8,"Age","≥6 Months",NA,"NR †",6621,2011-08-01
"1327","Seasonal Influenza","States/Local Areas","Alabama",1,"2011-12",9,"Age","≥6 Months",9.7,"8.7 to 10.7",8598,2011-09-01
"1328","Seasonal Influenza","States/Local Areas","Alaska",2,"2011-12",9,"Age","≥6 Months",7.5,"6.2 to 8.8",4380,2011-09-01
"1329","Seasonal Influenza","States/Local Areas","Arizona",4,"2011-12",9,"Age","≥6 Months",9.9,"8.4 to 11.4",7028,2011-09-01
"1330","Seasonal Influenza","States/Local Areas","Arkansas",5,"2011-12",9,"Age","≥6 Months",6.2,"5.1 to 7.3",5812,2011-09-01
"1331","Seasonal Influenza","States/Local Areas","California",6,"2011-12",9,"Age","≥6 Months",8.6,"7.7 to 9.5",10219,2011-09-01
"1332","Seasonal Influenza","States/Local Areas","Colorado",8,"2011-12",9,"Age","≥6 Months",9,"8.0 to 10.0",11945,2011-09-01
"1333","Seasonal Influenza","States/Local Areas","Connecticut",9,"2011-12",9,"Age","≥6 Months",8,"6.9 to 9.1",8043,2011-09-01
"1334","Seasonal Influenza","States/Local Areas","Delaware",10,"2011-12",9,"Age","≥6 Months",10.6,"9.4 to 11.8",5737,2011-09-01
"1335","Seasonal Influenza","States/Local Areas","District of Columbia",11,"2011-12",9,"Age","≥6 Months",10.8,"9.1 to 12.5",5203,2011-09-01
"1336","Seasonal Influenza","States/Local Areas","Florida",12,"2011-12",9,"Age","≥6 Months",8.3,"7.1 to 9.5",7739,2011-09-01
"1337","Seasonal Influenza","States/Local Areas","Georgia",13,"2011-12",9,"Age","≥6 Months",8.5,"7.7 to 9.3",8305,2011-09-01
"1338","Seasonal Influenza","States/Local Areas","Hawaii",15,"2011-12",9,"Age","≥6 Months",12.7,"11.2 to 14.2",7461,2011-09-01
"1339","Seasonal Influenza","States/Local Areas","Idaho",16,"2011-12",9,"Age","≥6 Months",5.1,"4.2 to 6.0",6375,2011-09-01
"1340","Seasonal Influenza","States/Local Areas","Illinois",17,"2011-12",9,"Age","≥6 Months",7.8,"6.9 to 8.7",7725,2011-09-01
"1341","Seasonal Influenza","States/Local Areas","Indiana",18,"2011-12",9,"Age","≥6 Months",8.2,"7.3 to 9.1",7767,2011-09-01
"1342","Seasonal Influenza","States/Local Areas","Iowa",19,"2011-12",9,"Age","≥6 Months",8.8,"8.0 to 9.6",7238,2011-09-01
